"Index","Country","Prediction","Company","Date","City","Advice","Info","Travellers","Severity","DIstance"
"522","France","Kidanp","internationalsos","2021-06-15 00:00:00",,"
• If in Central, Southern or Tel Aviv district, minimise movement in the coming days and
abide by all official directives issued by the emergency services and civil authorities.
Ensure to stay in the vicinity of the nearest shelter or protected space.
• Defer all travel to locations within 25 miles (40km) of the border with Gaza until further
notice.
• Understand the immediate actions to take upon hearing an air raid siren and remain
aware of the location of the nearest shelter or protected space. The length of an air raid
siren represents the amount of time one has to enter their secure space. When in a
secure space, remain there for at least ten minutes. If another air raid warning is heard
during this time, remain inside the secure space for a further ten minutes.
• For further information on what to do during a rocket attack, please visit the Israel
Defense Forces Home Front Command website (access from outside Israel may not
be possible) and consult this Preparedness Information document.
• The above advice is not exhaustive. Consult our Standing Travel Advice for Israel for
full recommendations.
","
Israel: Minimise non-essential movement in Southern, Central,
Tel Aviv districts following intensification of rocket fire
","2","ONE","Not Recieved"
"523","France","Kidanp","internationalsos","2021-05-12 00:00:00",,"
• We do not hold specific flight schedules. Reconfirm flights with the airport or
relevant airline. In the event of cancellations, your travel agent will be able to assist
with alternative arrangements.
• Monitor our Israel alerts for updates.
","
Israel: Reconfirm flights amid closure of Ben Gurion
International Airport
","2","ONE","Not Recieved"
"524","France","Kidanp","internationalsos","2021-05-17 00:00:00",,"
Inbound business travellers
• Defer all travel to Israel and the Palestinian Territories until at least 17 May due to the
current security escalation and entry restrictions related to the COVID-19 pandemic.
In-country workforce
• Minimise non-essential movement in Central, Southern and Tel Aviv districts (all
Israel). Abide by all official directives issued by the emergency services and civil
authorities. Stay in the vicinity of the nearest shelter or protected space.
• Defer all travel to locations within 25 miles (40km) of the border with Gaza.
• Understand the immediate actions to take upon hearing an air raid siren and remain
aware of the location of the nearest shelter or protected space. The length of an air raid
siren represents the amount of time one has to enter their secure space. When in a
secure space, remain there for at least ten minutes. If another air raid warning is heard
during this time, remain inside the secure space for a further ten minutes.
• For further information on what to do during a rocket attack, please visit the IDF Home
Front Command website (access from outside Israel may not be possible) and consult
Front Command website (access from outside Israel may not be possible) and consult
this Preparedness Information document.
• Maintain situational awareness and exercise vigilance due to the potential for militant
attacks. Targets may include religious gatherings, public transport, security force
premises and personnel and locations where members of the ultra-Orthodox Jewish
community or those of perceived Arab ethnicity regularly gather.
• Ensure regular check-ins with line managers and other in-country workforce. Keep
emergency contact details (such as phone numbers) on your person.
• Avoid all gatherings due to the risk of unrest and a significant security force response.
In areas affected by recurrent unrest, minimise movement after dark due to the
potential for further violence. Liaise with local contacts and monitor local news to
remain apprised of developments. Expect, but do not be unduly alarmed by, a
heightened security force presence. Always carry relevant identification and follow all
directives of the security forces.
• As Israeli airspace and Ben Gurion International Airport (TLV, Tel Aviv) may be
periodically closed, reconfirm all flight itineraries in the coming days and anticipate
residual disruption at the airport after such closures.
• Abide by all COVID-19-related regulations. Do not attempt to bypass any restrictions
unless cleared to do so.
• The above advice is not exhaustive. Consult our Standing Travel Advice for Israel and
the Palestinian Territories for full recommendations.
Jerusalem
• Defer visits to Jerusalem’s Old City and flashpoint neighbourhoods until at least 17
May. Exercise caution and be prepared to leave an area at the first sign of unrest
should you wish to visit the area, particularly the Temple Mount/Haram al-Sharif
complex, which houses al-Aqsa mosque. Ensure you have emergency contact
numbers on your person.
West Bank (Palestinian Territories)
• Abide by the current COVID-19 restrictions related to the ongoing lockdown.
• Avoid all gatherings due to the risk of localised unrest. Exercise caution if travelling in
the vicinity of Israeli settlements, as well as on routes and junctions leading to them
and their surrounding areas.
• Have flexible travel plans as the Israeli security forces may impose curfews, travel
bans, road closures or similar restrictions in areas of the West Bank with little or no
notice.
Gaza
• We continue to advise against all travel to Gaza, where the travel risks are rated as
EXTREME. Organisations with workforce in Gaza should contact us for itinerary- and
profile-specific security advice.
• Liaise with your dedicated security provider to ascertain the feasibility of movement.
Reconfirm the status of the Erez/Beit Hanoun border crossing immediately prior to
outbound journeys.
• Our providers' capacity to provide on-the-ground support is limited and subject to
change at short notice. Ensure you are registered with your relevant embassy and all
relevant warden networks, including the UN and relevant NGO co-ordination groups.
","
Israel, Palestinian Territories: Adopt location-specific
precautions until at least 17 May due to continued hostilities,
unrest (Correction)
","2","ONE","Not Recieved"
"525","France","Kidanp","internationalsos","2021-05-17 00:00:00",,"
Inbound business travellers
• Defer all travel to Israel and the Palestinian Territories until at least 17 May due to the
current security escalation and entry restrictions related to the COVID-19 pandemic.
In-country workforce
• Minimise non-essential movement in Central, Southern and Tel Aviv districts. Abide by
• Minimise non-essential movement in Central, Southern and Tel Aviv districts. Abide by
all official directives issued by the emergency services and civil authorities. Stay in the
vicinity of the nearest shelter or protected space.
• Defer all travel to locations within 25 miles (40km) of the border with the Gaza Strip.
• Understand the immediate actions to take upon hearing an air raid siren and remain
aware of the location of the nearest shelter or protected space. The length of an air raid
siren represents the amount of time one has to enter their secure space. When in a
secure space, remain there for at least ten minutes. If another air raid warning is heard
during this time, remain inside the secure space for a further ten minutes.
• For further information on what to do during a rocket attack, visit the IDF Home Front
Command website (access from outside Israel may not be possible) and consult this
Preparedness Information document (PDF).
• Maintain situational awareness and exercise vigilance due to the potential for militant
attacks. Targets may include religious gatherings, public transport, security force
premises and personnel and where members of the ultra-Orthodox Jewish community
may gather.
• Ensure regular check-ins with line managers and other in-country workforce. Keep
emergency contact details (such as phone numbers) on your person.
• Avoid all gatherings due to the risk of unrest and a significant security force response.
In areas affected by recurrent unrest, minimise movement after dark due to the
potential for further violence. Liaise with local contacts and monitor local news to
remain apprised of developments. Expect, but do not be unduly alarmed by, a
heightened security force presence. Always carry relevant identification and follow all
directives of the security forces.
• As Israeli airspace and Ben Gurion International Airport (TLV, Tel Aviv) may be
periodically closed, reconfirm all flight itineraries in the coming days and anticipate
residual disruption at the airport after such closures.
• Abide by all COVID-19-related regulations. Do not attempt to bypass any restrictions
unless cleared to do so.
• The above advice is not exhaustive. Consult our Standing Travel Advice for Israel and
the Palestinian Territories for full recommendations.
Jerusalem
• Defer visits to Jerusalem's Old City and flashpoint neighbourhoods until at least 17
May. Exercise caution and be prepared to leave an area at the first sign of unrest
should you wish to visit the area, particularly the Temple Mount/Haram al-Sharif
complex, which houses al-Asqa mosque. Ensure you have emergency contact
numbers on your person.
West Bank (Palestinian Territories)
• Abide by the current COVID-19 restrictions related to the ongoing lockdown.
• Avoid all gatherings due to the risk of localised unrest. Exercise caution if travelling in
the vicinity of Israeli settlements, as well as on routes and junctions leading to them
and their surrounding areas.
• Have flexible travel plans as the Israeli security forces may impose curfews, travel
bans, road closures or similar restrictions in areas of the West Bank with little or no
notice.
","
Israel, Palestinian Territories: Adopt location-specific
precautions until at least 17 May due to recurrent rocket fire,
unrest (Revised)
","2","ONE","Not Recieved"
"526","France","Kidanp","internationalsos","2021-05-17 00:00:00",,"
Inbound business travellers
• Defer all travel to Israel and the Palestinian Territories until at least 17 May due to the
current security escalation and entry restrictions related to the COVID-19 pandemic.
In-country workforce
• Defer all travel to locations within 25 miles (40km) of the border with Gaza until
further notice. If already located in these locations, minimise movement and ensure to
stay in the vicinity of the nearest shelter or protected space.
• Understand the immediate actions to take upon hearing an air raid siren and remain
aware of the location of the nearest shelter or protected space. The length of an air raid
siren represents the amount of time one has to enter their secure space. When in a
siren represents the amount of time one has to enter their secure space. When in a
secure space, remain there for at least ten minutes. If another air raid warning is heard
during this time, remain inside the secure space for a further ten minutes.
• For further information on what to do during a rocket attack, please visit the IDF Home
Front Command website (access from outside Israel may not be possible) and consult
this Preparedness Information document.
• Maintain situational awareness and exercise vigilance due to the potential for militant
attacks. Targets may include religious gatherings, public transport, security force
premises and personnel and where members of the ultra-Orthodox Jewish community
may gather.
• Ensure regular check-ins with line managers and other in-country workforce. Keep
emergency contact details (such as phone numbers) on your person.
• Avoid all gatherings due to the risk of unrest and a significant security force response.
In areas affected by recurrent unrest, minimise movement after dark due to the
potential for further violence. Liaise with local contacts and monitor local news to
remain apprised of developments. Expect, but do not be unduly alarmed by, a
heightened security force presence. Always carry relevant identification and follow all
directives of the security forces.
• As Israeli airspace and Ben Gurion International Airport (TLV, Tel Aviv) may be
periodically closed, reconfirm all flight itineraries in the coming days and anticipate
residual disruption at the airport after such closures.
• Abide by all COVID-19-related regulations. Do not attempt to bypass any restrictions
unless cleared to do so.
• The above advice is not exhaustive. Consult our Standing Travel Advice for Israel and
the Palestinian Territories for full recommendations.
Jerusalem
• Defer visits to Jerusalem’s Old City and flashpoint neighbourhoods until at least 17
May. Exercise caution and be prepared to leave an area at the first sign of unrest
should you wish to visit the area, particularly the Temple Mount/Haram al-Sharif
complex, which houses al-Asqa mosque. Ensure you have emergency contact
numbers on your person.
West Bank (Palestinian Territories)
• Abide by the current COVID-19 restrictions related to the ongoing lockdown.
• Avoid all gatherings due to the risk of localised unrest. Exercise caution if travelling in
the vicinity of Israeli settlements, as well as on routes and junctions leading to them
and their surrounding areas.
• Have flexible travel plans as the Israeli security forces may impose curfews, travel
bans, road closures or similar restrictions in areas of the West Bank with little or no
notice.
","
Israel, Palestinian Territories: Adopt location-specific
precautions until at least 17 May due to recurrent rocket fire,
unrest
","2","ONE","Not Recieved"
"527","France","Kidanp","internationalsos","2021-05-21 00:00:00",,"
Inbound business travellers
• Defer all travel to Israel and the Palestinian Territories until at least 21 May due to the
current security escalation and entry restrictions related to the COVID-19 pandemic.
In-country workforce
• Minimise non-essential movement in Central, Southern and Tel Aviv districts (all
Israel). Abide by all official directives issued by the emergency services and civil
authorities. Stay in the vicinity of the nearest air raid shelter or protected space.
• Defer all travel to locations within 25 miles (40km) of the border with Gaza.
• Understand the immediate actions to take upon hearing an air raid siren and remain
aware of the location of the nearest shelter or protected space. The length of an air raid
siren represents the amount of time one has to enter their secure space. When in a
siren represents the amount of time one has to enter their secure space. When in a
secure space, remain there for at least ten minutes. If another air raid warning is heard
during this time, remain inside the secure space for a further ten minutes.
• For further information on what to do during a rocket attack, please visit the IDF Home
Front Command website (access from outside Israel may not be possible) and consult
this Preparedness Information document.
• Maintain situational awareness and exercise vigilance due to the potential for militant
attacks. Targets may include religious gatherings, public transport, security force
premises and personnel and locations where members of the ultra-Orthodox Jewish
community or those of perceived Arab ethnicity regularly gather.
• Ensure regular check-ins with line managers and other in-country workforce. Keep
emergency contact details (such as phone numbers) on your person.
• Avoid all gatherings due to the risk of unrest and a significant security force response.
In areas affected by recurrent unrest, minimise movement after dark due to the
potential for further violence. Liaise with local contacts and monitor local news to
remain apprised of developments. Expect, but do not be unduly alarmed by, a
heightened security force presence. Always carry relevant identification and follow all
directives of the security forces.
• As Israeli airspace and Ben Gurion International Airport (TLV, Tel Aviv) may be
periodically closed, reconfirm all flight itineraries in the coming days and anticipate
residual disruption at the airport after such closures.
• Abide by all COVID-19-related regulations. Do not attempt to bypass any restrictions
unless cleared to do so.
• The above advice is not exhaustive. Consult our Standing Travel Advice for Israel and
the Palestinian Territories for full recommendations.
Jerusalem
• Defer visits to Jerusalem’s Old City and flashpoint neighbourhoods until at least 19
May. Exercise caution and be prepared to leave an area at the first sign of unrest
should you wish to visit the area, particularly the Temple Mount/Haram al-Sharif
complex, which houses al-Aqsa mosque. Ensure you have emergency contact
numbers on your person.
West Bank
• Abide by the current COVID-19 restrictions related to the ongoing lockdown.
• Avoid all gatherings due to the risk of localised unrest. Exercise caution if travelling in
the vicinity of Israeli settlements, as well as on routes and junctions leading to them
and their surrounding areas.
• Have flexible travel plans as the Israeli security forces may impose curfews, travel
bans, road closures or similar restrictions in areas of the West Bank with little or no
notice.
Gaza
• We continue to advise against all travel to Gaza, where the travel risks are rated as
EXTREME. Organisations with workforce in Gaza should contact us for itinerary- and
profile-specific security advice.
• Liaise with your dedicated security provider to ascertain the feasibility of movement.
Reconfirm the status of the Erez/Beit Hanoun border crossing immediately prior to
outbound journeys.
• Our providers' capacity to provide on-the-ground support is limited and subject to
change at short notice. Ensure you are registered with your relevant embassy and all
relevant warden networks, including the UN and relevant NGO co-ordination groups.
","
Israel, Palestinian Territories: Adopt location-specific
precautions until at least 21 May due to continued hostilities,
unrest
","2","ONE","Not Recieved"
"528","Egypt","Kidanp","internationalsos","2021-05-24 00:00:00",,"
Inbound business travellers
• Defer all travel to Israel and the Palestinian Territoriesuntil at least 24 Maydue to the
current security escalation and entry restrictions related to the COVID-19 pandemic.
In-country workforce
• Minimise non-essential movement in Central, Southern and Tel Aviv districts (all
Israel). Abide by all official directives issued by the emergency services and civil
authorities. Stay in the vicinity of the nearest air raid shelter or protected space.
• Defer all travel to locations within 25 miles (40km) of the border with Gaza.
• Understand the immediate actions to take upon hearing an air raid siren and remain
aware of the location of the nearest shelter or protected space. The length of an air raid
siren represents the amount of time one has to enter their secure space. When in a
secure space, remain there for at least ten minutes. If another air raid warning is heard
during this time, remain inside the secure space for a further ten minutes.
• For further information on what to do during a rocket attack, please visit the IDF Home
Front Commandwebsite(access from outside Israel may not be possible) and consult
this Preparedness Informationdocument.
• Maintain situational awareness and exercise vigilance due to the potential for militant
attacks. Targets may include religious gatherings, public transport, security force
premises and personnel and locations where members of the ultra-Orthodox Jewish
community or those of perceived Arab ethnicity regularly gather.
• Ensure regular check-ins with line managers and other in-country workforce. Keep
emergency contact details (such as telephone numbers) on your person.
emergency contact details (such as telephone numbers) on your person.
•
Avoid all gatherings due to the risk of unrest and a significant security force response.
In areas affected by recurrent unrest, minimise movement after dark due to the
potential for further violence. Liaise with local contacts and monitor local news for
information on developments. Expect, but do not be unduly alarmed by, a heightened
security force presence. Always carry relevant identification and follow all directives of
the security forces.
• As Israeli airspace and Ben Gurion International Airport (TLV) may be periodically
closed, reconfirm all flight itineraries in the coming days and anticipate residual
disruption at the airport after such closures.
• Abide by all COVID-19-related regulations. Do not attempt to bypass any restrictions
unless cleared to do so.
• The above advice is not exhaustive. Consult our Standing Travel Advice for Israel and
the Palestinian Territories for full recommendations.
Jerusalem
• Defer visits to Jerusalem’s Old City and flashpoint neighbourhoodsuntil at least 24
May. Exercise caution and be prepared to leave an area at the first sign of unrest
should you wish to visit the area, particularly the Temple Mount/Haram al-Sharif
complex, which houses al-Aqsa mosque. Ensure you have emergency contact
numbers on your person.
West Bank
• Abide by the current COVID-19 restrictions related to the ongoing lockdown.
• Avoid all gatherings due to the risk of localised unrest. Exercise caution if travelling in
the vicinity of Israeli settlements, as well as on routes and junctions leading to them
and their surrounding areas.
• Have flexible travel plans as the Israeli security forces may impose curfews, travel
bans, road closures or similar restrictions in areas of the West Bank with little or no
notice.
Gaza
• We continue to advise against all travel to Gaza, where the travel risks are rated as
EXTREME. Organisations with workforce in Gaza should contact us for itinerary- and
profile-specific security advice.
• Liaise with your dedicated security provider to ascertain the feasibility of movement.
Reconfirm the status of the Erez/Beit Hanoun border crossing immediately prior to
outbound journeys.
• Our providers' capacity to provide on-the-ground support is limited and subject to
change at short notice. Ensure you are registered with your relevant embassy and all
relevant warden networks, including the UN and relevant NGO co-ordination groups.
","
Israel, Palestinian Territories: Adopt location-specific
precautions, defer inbound travel until at least 24 May as
hostilities continue
","2","ONE","Not Recieved"
"529","France","Kidanp","internationalsos","2009-05-10 00:00:00",,"
• Defer visits to Jerusalem’s Old City on 9-10 May as a precaution. Exercise caution and
be prepared to leave an area at the first sign of unrest should you need to visit the site.
• Expect, but do not be unduly alarmed by, a heightened security force presence. Carry
relevant identification at all times and follow all directives of the security forces.
• During periods of heightened tensions or when the frequency of rocket attacks
increases, travel to locations within 25 miles (40km) of the border with Gaza should be
for essential purposes only. Monitor events closely during your stay in these areas.
• Understand the immediate actions to take on hearing air raid warnings, and the
location of the nearest air raid shelter. For further information on what to do during a
rocket attack, please visit the Israel Defense Forces (IDF) Home Front Command
website (access from outside Israel may not be possible).
• There is an underlying risk of terrorism. Minimise time spent in the vicinity of likely
targets, such as religious gatherings, public transport, military and government
premises and personnel and poorly secured and densely populated public areas.
• Abide by all COVID-19-related regulations. Do not attempt to bypass any restrictions
unless cleared to do so.
• The above advice is not exhaustive. Consult our Standing Travel Advice for Israel and
the Palestinian Territories for full recommendations.
","
Israel, Palestinian Territories: Anticipate, avoid demonstrations
in urban centres on 9-10 May; monitor for further rocket fire
from Gaza Strip
","2","ONE","Not Recieved"
"530","France","Kidanp","internationalsos","2021-05-10 00:00:00",,"
• Defer visits to Jerusalem’s Old City on 10 May as a precaution. Exercise caution and
be prepared to leave an area at the first sign of unrest should you need to visit the site.
• Expect, but do not be unduly alarmed by, a heightened security force presence. Carry
relevant identification at all times and follow all directives of the security forces.
• During periods of heightened tensions or when the frequency of rocket attacks
increases, travel to locations within 25 miles (40km) of the border with Gaza should be
for essential purposes only. Monitor events closely during your stay in these areas.
• Understand the immediate actions to take on hearing air raid warnings, and the
location of the nearest air raid shelter. For further information on what to do during a
rocket attack, please visit the Israel Defense Forces (IDF) Home Front Command
website(access from outside Israel may not be possible).
• There is an underlying risk of terrorism. Minimise time spent in the vicinity of likely
targets, such as religious gatherings, public transport, military and government
premises and personnel and poorly secured and densely populated public areas.
• Abide by all COVID-19-related regulations. Do not attempt to bypass any restrictions
unless cleared to do so.
• The above advice is not exhaustive. Consult our Standing Travel Advice for Israel and
the Palestinian Territories for full recommendations.
","
Israel, Palestinian Territories: Anticipate, avoid demonstrations
in urban centres on 10 May; monitor for further rocket fire from
Gaza Strip
","2","ONE","Not Recieved"
"531","France","Kidanp","internationalsos","2021-05-10 00:00:00",,"
• Avoid Old City throughout 10 May.
• Those in the area should avoid areas affected by ongoing clashes. If you are nearby,
minimise movement until the situation stabilises.
• If planning to travel to the Old City after 10 May, ensure routes are clear prior to setting
out.
","
Israel, Palestinian Territories: Avoid Jerusalem's Old City
throughout 10 May; clashes ongoing near al-Aqsa mosque,
further unrest likely in coming hours
","2","ONE","Not Recieved"
"532","France","Kidanp","internationalsos","2021-05-17 00:00:00",,"
• Defer visits to Jerusalem’s Old City and flashpoint neighbourhoods until at least 17
May due to the risk of unrest. Exercise caution and be prepared to leave an area at the
first sign of unrest should you wish to visit the area, particularly the al-Aqsa mosque.
Ensure you have emergency contact numbers on your person.
• Expect, but do not be unduly alarmed by, a heightened security force presence. Carry
relevant identification at all times and follow all directives of the security forces.
• During periods of heightened tensions or when the frequency of rocket attacks
increases, travel to locations within 25 miles (40km) of the border with Gaza should be
for essential purposes only. Monitor events closely during your stay in these areas.
• Understand the immediate actions to take on hearing air raid warnings, and remain
aware of the location of the nearest air raid shelter. For further information on what to
do during a rocket attack, please visit the Israel Defense Forces (IDF) Home Front
Command website (access from outside Israel may not be possible).
• There is an underlying risk of terrorism. Minimise time spent in the vicinity of likely
targets, such as religious gatherings, public transport, military and government
premises and personnel, and poorly secured and densely populated public areas.
• Abide by all COVID-19-related regulations. Do not attempt to bypass any restrictions
unless cleared to do so.
• The above advice is not exhaustive. Consult our Standing Travel Advice for Israel and
the Palestinian Territories for full recommendations.
","
Israel, Palestinian Territories: Defer all visits to Old City,
flashpoint neighbourhoods in Jerusalem until at least 17 May
due to recurrent unrest (Revised)
","2","ONE","Not Recieved"
"533","France","Kidanp","internationalsos","2021-05-10 00:00:00",,"
• Avoid the Old City on 10 May.
• Those in the area should avoid areas affected by ongoing clashes. If you are nearby,
minimise movement until the situation stabilises.
• If planning to travel to the Old City after 10 May, ensure routes are clear prior to setting
out.
• Monitor our alerts for updates.
","
Israel, Palestinian Territories: Jerusalem: Continue to avoid Old
City on 10 May due to ongoing unrest (Revised)
","2","ONE","Not Recieved"
"534","France","Kidanp","internationalsos","2021-05-11 00:00:00",,"
• Avoid the area until the situation clarifies.
• Anticipate heightened security in the area; abide by all official directives.
• If planning to travel in the area in the coming hours, ensure routes are clear prior to
setting out.
• Monitor our alerts on Maldives for updates.
","
Maldives: Male: Avoid vicinity of Bihuroazu Kamanaa Mosque
due to ongoing security operation
","2","ONE","Not Recieved"
"535","Australia","Kidanp","internationalsos","2008-12-08 00:00:00",,"
• Continue to exercise caution in the capital.
• Avoid the affected area and the ADK Hospital until further notice.
• Disruption to flight operations remains unlikely. In-country workforce should ensure
robust ground transport arrangements and allow additional time for journeys.
• Anticipate enhanced security at transport hubs and near major installations. Follow all
official directives.
• Monitor our Maldives alerts for updates.
","
Maldives: Male: Continue to exercise caution following
explosion near residence of former president (Revised)
","2","ONE","Not Recieved"
"536","Australia","Crime Risk","internationalsos","2021-05-06 00:00:00",,"
• Continue to exercise caution in Male and other urban centres.
• Avoid the vicinity of the ADK Hospital in the capital until further notice.
• Disruption to flights serving the Maldives remains unlikely. The in-country workforce
should ensure robust ground transport arrangements and allow additional time for
journeys.
• Anticipate enhanced security in urban centres, particularly at transport hubs and near
major installations. Follow all official directives.
• Monitor our Maldives alerts for updates.
","
Maldives: Urban centres: Continue to exercise caution,
anticipate heightened security following attack targeting former
president
","2","ONE","Not Recieved"
"537","Australia","Kidanp","internationalsos","2021-05-07 00:00:00",,"
• Continue to exercise caution in Male and other urban centres.
• Avoid the vicinity of the ADK Hospital in the capital until further notice.
• Disruption to flights serving the Maldives remains unlikely. The in-country workforce
should ensure robust ground transport arrangements and allow additional time for
journeys.
• Anticipate enhanced security in urban centres, particularly at transport hubs and near
major installations. Follow all official directives.
• Monitor our Maldives alerts for updates.
","
Maldives: Urban centres: Continue to exercise caution,
anticipate heightened security following bombing targeting
former president
","2","ONE","Not Recieved"
"538","France","Kidanp","internationalsos","2021-06-19 00:00:00",,"
Inbound business travellers
• Essential travel to Montenegro may be possible subject to an itinerary- and profile-
specific review. This assessment is made jointly by our medical and security
professionals.
• For further information, advice and current restrictions, see the International SOS
Location Guides and medical alerts and the COVID-19 information within the
Pandemic Information Site, including Travel Restrictions, Flight Operations and
Screening.
In-country people
• Closely follow all official directives and abide by them. Monitor reliable sources for
information relating to changes to directives.
• Understand your organisation’s medical and security triggers for changes to in-country
posture.
Health advice
• Obtain profile-specific advice prior to any travel, taking into account the extent to which
your age and health may make you more vulnerable to the COVID-19 virus.
• Do not travel if you are sick. People who are sick risk being tested and quarantined.
Monitor your health and seek medical attention if you develop flu-like symptoms,
following the local procedure for your location.
• Pay strict attention to hygiene. Wash your hands frequently and carry hand sanitiser for
use when soap and water are not readily available. Wear a mask whenever required
to. Even if not required, consider wearing a mask if you have to go out in public.
• Avoid crowded places. In public areas, as much as possible, keep three-to-six feet (1-2
metres) away from others.
","
Montenegro: COVID-19: Continue to abide by official directives
despite easing of internal restrictions
","2","ONE","Not Recieved"
"539","France","Kidanp","internationalsos","2009-08-09 16:00:00",,"
• Avoid the vicinity of Department of Home Affairs head office. If already in the vicinity,
leave the area and move to a safe location such as your local office or accommodation.
• Confirm the status of routes before setting out. Allow additional time for journeys.
• Expect a heightened security force presence. Follow all official directives.
• Monitor our South Africa alerts for updates.
","
South Africa: Pretoria (Gauteng province): Avoid vicinity of
Department of Home Affairs office due to ongoing unruly
protest
","2","ONE","Not Recieved"
"540","France","Kidanp","internationalsos","2015-05-16 00:00:00",,"
• Anticipate travel disruption in the coming days.Liaise with local contacts to confirm the
status of routes before setting out. Allow additional time to complete essential journeys.
• Low-lying areas are vulnerable to flooding. Avoid such areas due to the risks posed by
submerged electric wires and uncovered manholes.
• Do not attempt to drive through flooded areas and stay away from fallen trees and
power lines.
• Ensure that your vehicle is in a good condition and appropriately equipped for the
weather conditions before setting out.
• Monitor our Sri Lanka alerts for updates.
","
Sri Lanka: Exercise caution, anticipate weather-related
disruption in coming days
","2","ONE","Not Recieved"
"541","France","Kidanp","internationalsos","2021-06-24 00:00:00",,"
• Avoid the affected area until the situation normalises.
• We do not hold information on specific trains. Contact the relevant train company
to reconfirm schedules before setting out.
• Anticipate heightened security in the area as the police operation continues. Abide by
all official directives.
• If planning on travelling in or to the area in the coming hours, ensure routes are clear
prior to setting out.
• Monitor our US alerts for updates.
","
United States: Bridgeport (Connecticut state): Avoid vicinity of
train station due to ongoing security operation, bomb threat
","2","ONE","Not Recieved"
"542","France","Kidanp","internationalsos","2021-06-24 00:00:00",,"
• Avoid the vicinity of the USCIS building until the situation normalises. Shelter in place if
nearby.
• Anticipate heightened security in the area and abide by all official directives.
• Anticipate road disruption in the vicinity.
• Monitor our US alerts for updates.
","
United States: Orlando (Florida state): Avoid vicinity of USCIS
building due to potential shooting; shelter in place if nearby
","2","ONE","Not Recieved"
"543","France","Kidanp","internationalsos","2021-06-24 00:00:00",,"
• Avoid the area until the fire is brought under control and roads reopen.
• If already in the area, follow official directives and leave when safe to do so.
• Monitor our US alerts for updates.
","
United States: Pittsburgh (Pennsylvania state): Avoid vicinity of
Gulf Tower due to ongoing fire
","2","ONE","Not Recieved"
"544","France","Terrorism Risk","internationalsos","7400-06-08 00:00:00",,"
• Avoid the affected area to minimise inconvenience.
• If travel in the area or along nearby routes is unavoidable, allow additional time to
complete journeys due to diverted traffic.
• Expect a heightened security presence and abide by all official directives.
• Monitor our US alerts for updates.
","
United States: San Antonio (Texas state): Avoid Prue Patrol on
7400 block of John Smith Drive due to ongoing security
operation, shooting
","2","ONE","Not Recieved"
"545","France","Kidanp","internationalsos","2021-05-08 00:00:00",,"
• Consult the National Weather Service website for more information on the tornado and
active warnings.
• If you are in an area covered by a tornado warning, immediately take shelter and stand
fast. Follow all official directives.
• Expect disruption to infrastructure in affected areas. Roads may be blocked by fallen
trees or debris. Reconfirm the status of routes before setting out.
• Monitor our alerts on the US for further updates.
","
United States: Tennessee state: Stand fast, follow official
directives amid passage of tornado near Munford
","2","ONE","Not Recieved"
"546","France","Kidanp","internationalsos","2015-02-11 14:00:00",,"
• Consult the NWS website for more information on weather-related advisories.
• Expect possible disruption to infrastructure in affected areas. Roads may be blocked by
fallen trees or debris; reconfirm the status of routes before setting out.
• Monitor our alerts on the US for further updates.
","
United States: Texas state: Tornado warning issued for parts of
Houston, Trinity, Walker counties; exercise caution; stand fast
in affected areas
","2","ONE","Not Recieved"
"547","Armenia","Kidanp","internationalsos","2021-05-07 00:00:00",,"
• Anticipate disruption in the vicinity of the event and plan journeys accordingly.
• If travelling nearby, anticipate a heightened security force presence and allow
additional time for journeys.
• Liaise with local contacts for information on related gatherings in other locations.
• Monitor our Armenia alerts for updates.
","
Armenia: Yerevan: Plan journeys bypassing planned protest at
Freedom Square on 7 May
","2","ONE","Not Recieved"
"548","France","Kidanp","internationalsos","2021-05-10 00:00:00",,"
• Liaise with local contacts for information on the trial location. Plan routes bypassing it
and any other areas where related gatherings are taking place.
• If travel through an affected location is unavoidable, ensure routes are clear before
setting out and leave additional time to complete journeys.
• Anticipate a heightened police presence and possible traffic disruption in affected
areas. Carry relevant identification and travel documents. Follow all official directives.
• Monitor our Georgia alerts for updates and refer to our detailed alert on the political
situation for more information.
","
Georgia: Tbilisi: Anticipate, avoid gatherings linked to
opposition leader’s court hearing on 10 May
","2","ONE","Not Recieved"
"549","France","Kidanp","internationalsos","2021-05-16 00:00:00",,"
• Liaise with local contacts for the exact details of the protest, as well as any affected
routes.
• If travelling near the demonstration, reconfirm the status of routes before setting out
and allow additional time for journeys.
• Anticipate heightened security around the gathering and follow all official directives,
including any restrictions linked to COVID-19.
• Leave an area at the first sign that protesters and/or the police are gathering. In the
event of unrest, and if it is safe to do so, relocate to a secure location such as your
office or accommodation. Remain there until the situation stabilises.
• Monitor our alerts on Georgia for updates.
","
Georgia: Tbilisi: Plan routes bypassing anti-government protest
on 16 May
","2","ONE","Not Recieved"
"550","France","Kidanp","internationalsos","2021-05-12 00:00:00",,"
• Reconfirm any scheduled appointments at government medical colleges and hospitals
before setting out. Make alternative arrangements, where required. Anticipate an
increased demand for services at private facilities.
• Reconfirm that access to hospital premises is not obstructed during any
demonstrations.
• Plan journeys bypassing gatherings to minimise localised delays.
• Monitor our India alerts for updates.
","
India: Gujarat state: Anticipate disruption due to ongoing strike
by government medical staff
","2","ONE","Not Recieved"
